customer_id,product_name,quantity,unit_price,order_status,order_date
452,Standing Desk,6,4050,Shipped,2026-03-29
915,Mouse,9,499,Delivered,2026-03-28
857,Desk Lamp,9,1100,Delivered,2026-03-30
455,USB Hub,1,700,Delivered,2026-03-31
786,Laptop,4,45000,Delivered,2026-03-28
205,Webcam,2,999,Delivered,2026-03-31
15,USB Hub,6,700,Pending,2026-03-28
226,Standing Desk,2,4050,Delivered,2026-03-29
426,Mobile,9,21000,Confirmed,2026-03-30
642,Webcam,4,999,Shipped,2026-03-28
439,Table,2,5999,Shipped,2026-03-28
332,Mouse,3,499,Confirmed,2026-03-31
13,USB Hub,7,700,Delivered,2026-03-28
674,Desk Lamp,5,1100,Confirmed,2026-03-26
224,Laptop,7,45000,Pending,2026-03-27
105,Router,9,800,Delivered,2026-03-29
615,Headphones,6,2599,Cancelled,2026-03-25
790,Standing Desk,3,4050,Delivered,2026-03-26
906,Keyboard,6,895,Delivered,2026-03-24
624,Monitor,10,14500,Shipped,2026-03-24
760,USB Hub,4,700,Delivered,2026-03-31
778,Mouse,2,499,Pending,2026-03-27
776,Mouse,4,499,Delivered,2026-03-30
511,Laptop,5,45000,Confirmed,2026-03-28
658,Keyboard,1,895,Shipped,2026-03-28
969,Mobile,8,21000,Delivered,2026-03-26
660,Keyboard,1,895,Shipped,2026-03-25
769,Standing Desk,1,4050,Delivered,2026-03-28
249,Mobile,4,21000,Shipped,2026-03-31
821,Standing Desk,4,4050,Cancelled,2026-03-25
453,Table,1,5999,Shipped,2026-03-30
198,Desk Lamp,1,1100,Pending,2026-03-29
178,Mouse,10,499,Confirmed,2026-03-28
437,Mouse,8,499,Delivered,2026-03-27
251,Keyboard,7,895,Delivered,2026-03-29
293,Chair,10,1800,Confirmed,2026-03-24
884,Standing Desk,8,4050,Confirmed,2026-03-30
172,Webcam,8,999,Shipped,2026-03-24
753,USB Hub,7,700,Delivered,2026-03-29
781,Router,7,800,Delivered,2026-03-25
944,Monitor,5,14500,Delivered,2026-03-29
264,Table,7,5999,Delivered,2026-03-24
385,Headphones,9,2599,Delivered,2026-03-24
733,Monitor,8,14500,Shipped,2026-03-28
5,Keyboard,1,895,Delivered,2026-03-26
426,Desk Lamp,7,1100,Shipped,2026-03-26
657,USB Hub,10,700,Delivered,2026-03-30
944,USB Hub,2,700,Delivered,2026-03-25
782,Chair,7,1800,Confirmed,2026-03-27
740,Router,6,800,Delivered,2026-03-24
714,Standing Desk,1,4050,Delivered,2026-03-25
249,USB Hub,8,700,Delivered,2026-03-31
693,Webcam,1,999,Delivered,2026-03-29
967,Headphones,3,2599,Delivered,2026-03-27
975,Mouse,3,499,Delivered,2026-03-31
660,Monitor,7,14500,Delivered,2026-03-25
923,Mobile,2,21000,Delivered,2026-03-28
438,USB Hub,5,700,Confirmed,2026-03-27
675,Table,7,5999,Cancelled,2026-03-27
898,Mobile,2,21000,Shipped,2026-03-30
817,Standing Desk,6,4050,Delivered,2026-03-29
953,Headphones,7,2599,Delivered,2026-03-27
836,Laptop,8,45000,Cancelled,2026-03-31
714,Monitor,7,14500,Pending,2026-03-25
442,Standing Desk,3,4050,Shipped,2026-03-29
138,Webcam,4,999,Confirmed,2026-03-24
113,Keyboard,8,895,Delivered,2026-03-28
768,Keyboard,3,895,Confirmed,2026-03-28
893,Headphones,7,2599,Cancelled,2026-03-24
112,Standing Desk,3,4050,Delivered,2026-03-30
128,Headphones,5,2599,Pending,2026-03-30
241,Webcam,8,999,Pending,2026-03-24
10,Standing Desk,1,4050,Delivered,2026-03-27
682,Router,10,800,Cancelled,2026-03-31
811,Monitor,1,14500,Confirmed,2026-03-25
986,Chair,5,1800,Delivered,2026-03-24
619,Desk Lamp,7,1100,Delivered,2026-03-26
352,Webcam,6,999,Delivered,2026-03-28
388,Webcam,10,999,Delivered,2026-03-31
826,Webcam,2,999,Delivered,2026-03-31
412,Desk Lamp,3,1100,Delivered,2026-03-31
544,Chair,5,1800,Confirmed,2026-03-28
703,Webcam,8,999,Delivered,2026-03-25
654,Standing Desk,6,4050,Confirmed,2026-03-31
47,Standing Desk,6,4050,Shipped,2026-03-24
410,Mouse,10,499,Delivered,2026-03-30
954,Webcam,8,999,Shipped,2026-03-30
622,Mobile,4,21000,Shipped,2026-03-29
804,Table,9,5999,Delivered,2026-03-31
90,Keyboard,5,895,Delivered,2026-03-24
978,Keyboard,2,895,Delivered,2026-03-24
250,Standing Desk,4,4050,Delivered,2026-03-29
717,Router,2,800,Delivered,2026-03-30
30,USB Hub,3,700,Cancelled,2026-03-26
226,USB Hub,5,700,Delivered,2026-03-24
140,Standing Desk,9,4050,Confirmed,2026-03-24
341,Monitor,4,14500,Delivered,2026-03-30
933,Standing Desk,7,4050,Shipped,2026-03-25
266,Router,2,800,Confirmed,2026-03-27
349,Monitor,10,14500,Confirmed,2026-03-28
587,Mobile,6,21000,Delivered,2026-03-29
591,Webcam,1,999,Cancelled,2026-03-27
195,Laptop,7,45000,Delivered,2026-03-25
817,Webcam,3,999,Delivered,2026-03-28
552,Monitor,8,14500,Shipped,2026-03-26
304,Keyboard,4,895,Delivered,2026-03-24
616,Standing Desk,5,4050,Delivered,2026-03-29
821,Mobile,1,21000,Delivered,2026-03-26
706,Headphones,2,2599,Delivered,2026-03-27
647,Mobile,4,21000,Delivered,2026-03-24
386,Headphones,1,2599,Delivered,2026-03-26
216,Keyboard,4,895,Delivered,2026-03-31
500,Router,7,800,Confirmed,2026-03-27
164,Standing Desk,1,4050,Delivered,2026-03-25
485,Webcam,6,999,Shipped,2026-03-25
745,USB Hub,5,700,Pending,2026-03-27
718,Mobile,9,21000,Delivered,2026-03-25
771,Monitor,10,14500,Confirmed,2026-03-31
671,Mobile,3,21000,Shipped,2026-03-29
299,Desk Lamp,3,1100,Delivered,2026-03-28
201,Mouse,1,499,Delivered,2026-03-26
105,Mobile,3,21000,Delivered,2026-03-25
173,USB Hub,1,700,Delivered,2026-03-30
184,Webcam,1,999,Cancelled,2026-03-30
608,Table,7,5999,Delivered,2026-03-29
251,Standing Desk,1,4050,Delivered,2026-03-30
310,Mouse,10,499,Shipped,2026-03-29
795,Standing Desk,2,4050,Delivered,2026-03-24
648,Standing Desk,8,4050,Shipped,2026-03-26
85,Laptop,2,45000,Confirmed,2026-03-24
522,Standing Desk,4,4050,Delivered,2026-03-31
587,Chair,8,1800,Delivered,2026-03-27
814,Mobile,10,21000,Delivered,2026-03-29
661,USB Hub,7,700,Delivered,2026-03-27
334,Chair,2,1800,Confirmed,2026-03-29
21,USB Hub,7,700,Delivered,2026-03-24
599,Monitor,9,14500,Delivered,2026-03-30
989,Router,2,800,Delivered,2026-03-29
6,Chair,9,1800,Delivered,2026-03-24
41,Router,3,800,Shipped,2026-03-28
576,Standing Desk,5,4050,Confirmed,2026-03-31
519,Monitor,5,14500,Cancelled,2026-03-26
968,Table,1,5999,Confirmed,2026-03-28
969,Headphones,9,2599,Pending,2026-03-27
144,Standing Desk,10,4050,Delivered,2026-03-24
933,Mobile,6,21000,Shipped,2026-03-28
840,Mobile,1,21000,Pending,2026-03-28
307,Laptop,4,45000,Confirmed,2026-03-29
606,Chair,6,1800,Delivered,2026-03-27
433,Keyboard,2,895,Delivered,2026-03-27
926,Headphones,3,2599,Shipped,2026-03-25
261,Desk Lamp,7,1100,Pending,2026-03-29
645,Table,5,5999,Confirmed,2026-03-28
674,Mobile,9,21000,Shipped,2026-03-29
324,USB Hub,7,700,Delivered,2026-03-25
254,Laptop,2,45000,Cancelled,2026-03-27
701,Monitor,9,14500,Delivered,2026-03-25
92,Monitor,6,14500,Shipped,2026-03-26
890,Router,4,800,Shipped,2026-03-27
993,Laptop,4,45000,Pending,2026-03-25
127,Monitor,3,14500,Delivered,2026-03-27
502,Chair,2,1800,Delivered,2026-03-26
289,Mobile,9,21000,Delivered,2026-03-27
50,Chair,3,1800,Pending,2026-03-26
354,Router,9,800,Shipped,2026-03-25
266,Desk Lamp,1,1100,Delivered,2026-03-29
388,Standing Desk,10,4050,Confirmed,2026-03-27
655,Laptop,6,45000,Delivered,2026-03-28
724,Standing Desk,8,4050,Delivered,2026-03-29
818,Desk Lamp,8,1100,Cancelled,2026-03-27
534,Headphones,4,2599,Cancelled,2026-03-27
971,Standing Desk,5,4050,Delivered,2026-03-25
93,Router,2,800,Shipped,2026-03-30
96,Mobile,3,21000,Confirmed,2026-03-31
568,Monitor,8,14500,Delivered,2026-03-31
955,USB Hub,3,700,Delivered,2026-03-24
694,Desk Lamp,9,1100,Delivered,2026-03-30
195,USB Hub,1,700,Pending,2026-03-25
354,Mobile,4,21000,Delivered,2026-03-31
173,Chair,9,1800,Shipped,2026-03-28
860,Keyboard,3,895,Pending,2026-03-26
389,Laptop,3,45000,Shipped,2026-03-26
696,Monitor,4,14500,Shipped,2026-03-30
301,Headphones,5,2599,Shipped,2026-03-28
583,Laptop,7,45000,Delivered,2026-03-28
983,Headphones,9,2599,Delivered,2026-03-31
869,Desk Lamp,8,1100,Delivered,2026-03-31
472,Webcam,6,999,Pending,2026-03-27
359,Webcam,3,999,Confirmed,2026-03-25
442,Webcam,8,999,Pending,2026-03-28
921,Monitor,3,14500,Delivered,2026-03-25
8,Monitor,3,14500,Delivered,2026-03-27
384,Mouse,5,499,Delivered,2026-03-26
550,USB Hub,5,700,Delivered,2026-03-30
450,Desk Lamp,3,1100,Delivered,2026-03-29
6,Webcam,6,999,Delivered,2026-03-28
42,Monitor,3,14500,Confirmed,2026-03-25
923,USB Hub,1,700,Delivered,2026-03-29
491,Standing Desk,5,4050,Confirmed,2026-03-30
508,USB Hub,3,700,Delivered,2026-03-26
903,Router,7,800,Delivered,2026-03-25
111,Keyboard,1,895,Confirmed,2026-03-29
14,Keyboard,4,895,Shipped,2026-03-31
440,Standing Desk,10,4050,Delivered,2026-03-31
289,USB Hub,8,700,Delivered,2026-03-30
633,Router,3,800,Shipped,2026-03-29
118,Mouse,5,499,Shipped,2026-03-28
204,Standing Desk,8,4050,Delivered,2026-03-30
626,Mobile,3,21000,Delivered,2026-03-28
153,Chair,4,1800,Delivered,2026-03-30
281,Keyboard,4,895,Shipped,2026-03-29
205,USB Hub,2,700,Pending,2026-03-31
314,USB Hub,4,700,Shipped,2026-03-28
63,Webcam,9,999,Shipped,2026-03-25
113,Standing Desk,5,4050,Pending,2026-03-26
729,Headphones,7,2599,Delivered,2026-03-28
187,Webcam,1,999,Delivered,2026-03-31
330,Laptop,4,45000,Delivered,2026-03-27
622,Desk Lamp,2,1100,Shipped,2026-03-25
504,Keyboard,6,895,Shipped,2026-03-26
686,Headphones,1,2599,Confirmed,2026-03-29
830,Webcam,6,999,Shipped,2026-03-26
216,Mouse,10,499,Delivered,2026-03-25
134,Monitor,10,14500,Delivered,2026-03-30
935,Laptop,4,45000,Delivered,2026-03-28
102,Mobile,2,21000,Shipped,2026-03-26
780,Headphones,4,2599,Delivered,2026-03-29
429,Laptop,9,45000,Confirmed,2026-03-27
929,Router,9,800,Delivered,2026-03-26
735,Webcam,2,999,Shipped,2026-03-25
537,Monitor,9,14500,Delivered,2026-03-31
714,Keyboard,3,895,Delivered,2026-03-27
63,Laptop,4,45000,Cancelled,2026-03-25
892,Desk Lamp,9,1100,Delivered,2026-03-30
522,Keyboard,7,895,Shipped,2026-03-25
212,USB Hub,3,700,Delivered,2026-03-31
607,Keyboard,1,895,Delivered,2026-03-24
538,Table,5,5999,Delivered,2026-03-27
275,Mouse,9,499,Shipped,2026-03-30
547,Keyboard,4,895,Confirmed,2026-03-27
965,Laptop,5,45000,Delivered,2026-03-29
53,Headphones,4,2599,Delivered,2026-03-28
665,Table,6,5999,Confirmed,2026-03-26
723,Webcam,9,999,Pending,2026-03-27
920,Mobile,10,21000,Confirmed,2026-03-27
641,Webcam,1,999,Cancelled,2026-03-26
287,Mouse,3,499,Delivered,2026-03-27
889,Laptop,10,45000,Delivered,2026-03-30
392,Mobile,5,21000,Delivered,2026-03-28
276,Desk Lamp,4,1100,Confirmed,2026-03-25
748,Keyboard,7,895,Shipped,2026-03-26
96,Keyboard,8,895,Delivered,2026-03-29
884,Desk Lamp,3,1100,Confirmed,2026-03-28
747,Chair,3,1800,Delivered,2026-03-27
907,Laptop,3,45000,Shipped,2026-03-25
72,Standing Desk,3,4050,Delivered,2026-03-30
931,USB Hub,7,700,Confirmed,2026-03-30
745,Mobile,1,21000,Delivered,2026-03-30
113,USB Hub,1,700,Shipped,2026-03-31
86,Keyboard,5,895,Confirmed,2026-03-29
812,Standing Desk,1,4050,Delivered,2026-03-30
347,Table,2,5999,Delivered,2026-03-28
577,Keyboard,8,895,Delivered,2026-03-29
159,Headphones,4,2599,Shipped,2026-03-31
643,Table,9,5999,Delivered,2026-03-30
106,Laptop,9,45000,Delivered,2026-03-27
857,Monitor,7,14500,Delivered,2026-03-29
25,Laptop,4,45000,Delivered,2026-03-25
672,USB Hub,5,700,Confirmed,2026-03-28
906,Standing Desk,2,4050,Shipped,2026-03-24
230,Keyboard,2,895,Cancelled,2026-03-27
342,Webcam,2,999,Pending,2026-03-26
620,Monitor,3,14500,Delivered,2026-03-29
615,USB Hub,3,700,Delivered,2026-03-25
704,Keyboard,5,895,Delivered,2026-03-27
278,Webcam,8,999,Delivered,2026-03-26
729,Headphones,2,2599,Delivered,2026-03-31
151,Keyboard,6,895,Delivered,2026-03-29
816,USB Hub,8,700,Shipped,2026-03-30
983,Monitor,5,14500,Delivered,2026-03-29
131,Monitor,3,14500,Shipped,2026-03-25
435,Webcam,8,999,Shipped,2026-03-25
342,Chair,3,1800,Delivered,2026-03-28
510,USB Hub,9,700,Shipped,2026-03-24
236,Table,7,5999,Delivered,2026-03-30
540,Chair,10,1800,Delivered,2026-03-28
371,Mobile,1,21000,Pending,2026-03-28
486,Laptop,3,45000,Shipped,2026-03-30
370,Laptop,3,45000,Delivered,2026-03-27
874,Desk Lamp,9,1100,Confirmed,2026-03-25
230,Mouse,1,499,Confirmed,2026-03-29
721,Monitor,3,14500,Cancelled,2026-03-25
989,Mobile,7,21000,Pending,2026-03-26
679,Laptop,10,45000,Delivered,2026-03-30
892,Desk Lamp,3,1100,Delivered,2026-03-31
81,Keyboard,4,895,Shipped,2026-03-30
834,Laptop,7,45000,Delivered,2026-03-29
762,Router,3,800,Confirmed,2026-03-27
346,Desk Lamp,8,1100,Shipped,2026-03-31
62,Headphones,1,2599,Confirmed,2026-03-29
406,Table,7,5999,Confirmed,2026-03-24
265,Table,10,5999,Delivered,2026-03-27
954,Mobile,3,21000,Confirmed,2026-03-27
974,Monitor,3,14500,Delivered,2026-03-28
225,USB Hub,7,700,Delivered,2026-03-29
620,Mobile,2,21000,Cancelled,2026-03-24
658,Desk Lamp,7,1100,Shipped,2026-03-25
381,Keyboard,7,895,Pending,2026-03-28
80,Headphones,6,2599,Confirmed,2026-03-26
167,Laptop,9,45000,Confirmed,2026-03-30
12,Monitor,5,14500,Confirmed,2026-03-28
952,Table,1,5999,Confirmed,2026-03-28
584,Headphones,10,2599,Pending,2026-03-31
496,Chair,1,1800,Cancelled,2026-03-31
317,Webcam,1,999,Pending,2026-03-26
408,Router,9,800,Shipped,2026-03-28
744,Webcam,6,999,Delivered,2026-03-29
340,Mobile,7,21000,Delivered,2026-03-30
154,Table,1,5999,Delivered,2026-03-25
873,Desk Lamp,1,1100,Delivered,2026-03-27
475,Keyboard,2,895,Confirmed,2026-03-30
221,Mobile,3,21000,Confirmed,2026-03-29
747,Table,10,5999,Delivered,2026-03-26
348,Desk Lamp,5,1100,Delivered,2026-03-26
442,Chair,1,1800,Delivered,2026-03-25
626,Mouse,10,499,Confirmed,2026-03-30
510,Keyboard,2,895,Delivered,2026-03-31
317,Keyboard,9,895,Delivered,2026-03-30
322,Desk Lamp,3,1100,Pending,2026-03-27
591,Keyboard,6,895,Pending,2026-03-26
728,Monitor,8,14500,Pending,2026-03-27
782,Desk Lamp,8,1100,Cancelled,2026-03-29
500,Monitor,1,14500,Cancelled,2026-03-26
878,Headphones,10,2599,Shipped,2026-03-29
866,Desk Lamp,10,1100,Shipped,2026-03-26
424,Webcam,9,999,Pending,2026-03-24
699,Headphones,1,2599,Delivered,2026-03-31
717,Mobile,9,21000,Delivered,2026-03-31
298,Keyboard,7,895,Delivered,2026-03-29
75,Chair,4,1800,Shipped,2026-03-25
358,Desk Lamp,8,1100,Delivered,2026-03-24
838,Standing Desk,8,4050,Delivered,2026-03-30
111,Monitor,7,14500,Confirmed,2026-03-25
67,Mouse,6,499,Shipped,2026-03-26
720,Chair,8,1800,Delivered,2026-03-30
559,Headphones,3,2599,Delivered,2026-03-24
328,Keyboard,10,895,Delivered,2026-03-31
64,Chair,6,1800,Delivered,2026-03-25
217,Desk Lamp,1,1100,Confirmed,2026-03-25
181,Headphones,2,2599,Shipped,2026-03-29
84,Monitor,5,14500,Shipped,2026-03-24
686,USB Hub,5,700,Delivered,2026-03-29
924,Laptop,7,45000,Pending,2026-03-26
204,Router,6,800,Shipped,2026-03-25
706,Desk Lamp,3,1100,Delivered,2026-03-25
585,Webcam,7,999,Delivered,2026-03-31
612,Table,4,5999,Delivered,2026-03-30
632,Mobile,3,21000,Delivered,2026-03-26
962,Standing Desk,6,4050,Cancelled,2026-03-31
957,Keyboard,3,895,Delivered,2026-03-24
994,Webcam,7,999,Confirmed,2026-03-27
462,Table,3,5999,Delivered,2026-03-24
100,Standing Desk,1,4050,Cancelled,2026-03-28
431,Mobile,9,21000,Cancelled,2026-03-29
357,Chair,4,1800,Shipped,2026-03-28
15,Standing Desk,6,4050,Delivered,2026-03-26
315,Laptop,9,45000,Shipped,2026-03-30
467,Mobile,7,21000,Delivered,2026-03-25
556,Webcam,7,999,Shipped,2026-03-26
470,Monitor,7,14500,Delivered,2026-03-26
167,Keyboard,9,895,Delivered,2026-03-25
676,USB Hub,7,700,Shipped,2026-03-27
948,Mobile,2,21000,Delivered,2026-03-30
92,Router,1,800,Delivered,2026-03-25
770,Monitor,10,14500,Delivered,2026-03-30
596,Standing Desk,1,4050,Shipped,2026-03-27
796,USB Hub,8,700,Confirmed,2026-03-25
481,Monitor,2,14500,Confirmed,2026-03-26
423,Router,7,800,Delivered,2026-03-31
520,Webcam,5,999,Delivered,2026-03-27
859,Standing Desk,7,4050,Shipped,2026-03-28
425,Laptop,1,45000,Delivered,2026-03-31
384,Laptop,9,45000,Confirmed,2026-03-26
586,Webcam,7,999,Confirmed,2026-03-28
198,Table,10,5999,Cancelled,2026-03-25
592,Laptop,7,45000,Delivered,2026-03-29
746,Standing Desk,3,4050,Shipped,2026-03-25
448,Webcam,4,999,Delivered,2026-03-30
517,Mobile,2,21000,Delivered,2026-03-25
267,Router,9,800,Delivered,2026-03-29
96,Webcam,1,999,Confirmed,2026-03-25
608,Laptop,3,45000,Delivered,2026-03-31
943,Chair,2,1800,Delivered,2026-03-25
134,Laptop,8,45000,Delivered,2026-03-26
920,Keyboard,4,895,Confirmed,2026-03-27
252,Mouse,7,499,Delivered,2026-03-27
85,Standing Desk,3,4050,Pending,2026-03-31
888,Standing Desk,2,4050,Cancelled,2026-03-30
126,Desk Lamp,2,1100,Delivered,2026-03-29
185,Headphones,2,2599,Shipped,2026-03-30
935,Desk Lamp,4,1100,Delivered,2026-03-25
23,Monitor,7,14500,Delivered,2026-03-30
79,Desk Lamp,4,1100,Cancelled,2026-03-25
649,USB Hub,8,700,Delivered,2026-03-29
926,Keyboard,3,895,Shipped,2026-03-31
356,Monitor,8,14500,Cancelled,2026-03-31
261,Keyboard,2,895,Delivered,2026-03-28
24,Chair,9,1800,Pending,2026-03-29
118,Mouse,4,499,Delivered,2026-03-31
86,Webcam,3,999,Confirmed,2026-03-27
977,Headphones,2,2599,Delivered,2026-03-26
302,Mobile,8,21000,Delivered,2026-03-24
410,USB Hub,4,700,Delivered,2026-03-27
867,Keyboard,5,895,Confirmed,2026-03-25
785,Monitor,10,14500,Delivered,2026-03-27
977,Keyboard,8,895,Delivered,2026-03-25
766,Desk Lamp,5,1100,Shipped,2026-03-26
393,Chair,7,1800,Confirmed,2026-03-28
920,Chair,2,1800,Shipped,2026-03-24
982,Keyboard,9,895,Delivered,2026-03-27
619,Chair,9,1800,Shipped,2026-03-26
185,USB Hub,6,700,Pending,2026-03-25
252,Router,2,800,Confirmed,2026-03-28
149,Standing Desk,6,4050,Shipped,2026-03-30
12,Laptop,6,45000,Shipped,2026-03-28
330,Desk Lamp,4,1100,Delivered,2026-03-30
218,USB Hub,9,700,Shipped,2026-03-28
734,Monitor,10,14500,Delivered,2026-03-30
432,Chair,7,1800,Delivered,2026-03-26
51,Webcam,8,999,Confirmed,2026-03-24
432,Laptop,2,45000,Cancelled,2026-03-30
335,Desk Lamp,10,1100,Confirmed,2026-03-25
292,Mouse,1,499,Delivered,2026-03-31
862,Desk Lamp,7,1100,Shipped,2026-03-31
41,Table,6,5999,Delivered,2026-03-31
850,Monitor,7,14500,Delivered,2026-03-27
355,Headphones,7,2599,Shipped,2026-03-30
506,Table,10,5999,Delivered,2026-03-31
466,USB Hub,8,700,Shipped,2026-03-30
106,Webcam,1,999,Delivered,2026-03-28
143,Laptop,2,45000,Delivered,2026-03-26
232,Mobile,3,21000,Delivered,2026-03-30
832,Mouse,6,499,Delivered,2026-03-31
266,Mobile,1,21000,Delivered,2026-03-30
77,Laptop,5,45000,Delivered,2026-03-26
832,Mobile,7,21000,Delivered,2026-03-27
142,Mobile,10,21000,Confirmed,2026-03-24
883,Monitor,3,14500,Confirmed,2026-03-25
126,Standing Desk,9,4050,Shipped,2026-03-28
502,Chair,5,1800,Delivered,2026-03-26
232,Router,2,800,Delivered,2026-03-27
85,Router,6,800,Shipped,2026-03-28
877,Standing Desk,4,4050,Delivered,2026-03-30
62,Monitor,4,14500,Cancelled,2026-03-31
839,Standing Desk,7,4050,Confirmed,2026-03-28
214,Desk Lamp,10,1100,Confirmed,2026-03-26
726,Router,8,800,Delivered,2026-03-29
134,Table,4,5999,Confirmed,2026-03-26
889,USB Hub,10,700,Cancelled,2026-03-28
71,Router,5,800,Shipped,2026-03-25
975,Keyboard,10,895,Delivered,2026-03-30
110,Keyboard,2,895,Delivered,2026-03-28
192,Laptop,5,45000,Delivered,2026-03-31
464,Desk Lamp,6,1100,Delivered,2026-03-27
87,Monitor,6,14500,Delivered,2026-03-25
515,Mouse,7,499,Confirmed,2026-03-26
379,Laptop,2,45000,Shipped,2026-03-31
951,Standing Desk,7,4050,Shipped,2026-03-28
181,Headphones,10,2599,Confirmed,2026-03-27
532,Table,7,5999,Delivered,2026-03-30
255,Standing Desk,2,4050,Pending,2026-03-28
37,Monitor,10,14500,Pending,2026-03-27
104,Mouse,5,499,Pending,2026-03-28
415,Chair,7,1800,Delivered,2026-03-25
844,Monitor,5,14500,Confirmed,2026-03-24
209,Mouse,6,499,Confirmed,2026-03-27
752,Mobile,1,21000,Delivered,2026-03-30
718,Keyboard,10,895,Delivered,2026-03-24
929,Mobile,4,21000,Shipped,2026-03-29
171,Webcam,3,999,Delivered,2026-03-26
14,Desk Lamp,8,1100,Confirmed,2026-03-25
998,Webcam,5,999,Pending,2026-03-30
874,Keyboard,1,895,Delivered,2026-03-26
501,Desk Lamp,4,1100,Delivered,2026-03-24
18,Monitor,10,14500,Pending,2026-03-27
172,Mouse,3,499,Delivered,2026-03-30
754,Monitor,6,14500,Shipped,2026-03-24
559,Desk Lamp,5,1100,Delivered,2026-03-24
14,Headphones,6,2599,Shipped,2026-03-27
531,Mobile,10,21000,Shipped,2026-03-24
532,Monitor,1,14500,Shipped,2026-03-29
676,USB Hub,3,700,Delivered,2026-03-26
592,Desk Lamp,7,1100,Pending,2026-03-26
199,Mouse,7,499,Delivered,2026-03-30
696,Headphones,9,2599,Delivered,2026-03-24
933,Table,6,5999,Confirmed,2026-03-26
968,USB Hub,5,700,Delivered,2026-03-27
533,Mouse,6,499,Pending,2026-03-30
581,USB Hub,6,700,Delivered,2026-03-27
511,Monitor,3,14500,Cancelled,2026-03-24
990,Standing Desk,5,4050,Confirmed,2026-03-29
67,Headphones,5,2599,Delivered,2026-03-31
290,Desk Lamp,10,1100,Pending,2026-03-30
6,Laptop,7,45000,Delivered,2026-03-26
52,Standing Desk,5,4050,Delivered,2026-03-29
805,Webcam,9,999,Delivered,2026-03-29
147,Monitor,4,14500,Delivered,2026-03-25
298,Chair,4,1800,Delivered,2026-03-31
255,Desk Lamp,7,1100,Delivered,2026-03-25
101,USB Hub,5,700,Cancelled,2026-03-27
578,Chair,7,1800,Shipped,2026-03-26
700,Router,4,800,Delivered,2026-03-27
205,Keyboard,5,895,Shipped,2026-03-27
950,Monitor,8,14500,Shipped,2026-03-29
854,USB Hub,7,700,Delivered,2026-03-30
711,Keyboard,6,895,Delivered,2026-03-26
478,Desk Lamp,7,1100,Shipped,2026-03-25
573,Desk Lamp,1,1100,Pending,2026-03-25
630,Monitor,5,14500,Delivered,2026-03-28
131,Chair,10,1800,Delivered,2026-03-27
403,Laptop,3,45000,Delivered,2026-03-25
827,Standing Desk,9,4050,Pending,2026-03-24
277,Laptop,2,45000,Pending,2026-03-26
298,Chair,10,1800,Pending,2026-03-24
63,Mobile,2,21000,Shipped,2026-03-31
148,Mobile,9,21000,Confirmed,2026-03-24
692,Keyboard,3,895,Confirmed,2026-03-27
960,Standing Desk,1,4050,Shipped,2026-03-24
118,Chair,2,1800,Delivered,2026-03-31
124,Keyboard,9,895,Delivered,2026-03-30
486,Mouse,1,499,Confirmed,2026-03-24
125,USB Hub,5,700,Pending,2026-03-25
840,Desk Lamp,4,1100,Cancelled,2026-03-27
880,Chair,10,1800,Delivered,2026-03-30
23,USB Hub,3,700,Confirmed,2026-03-29
175,Mobile,9,21000,Delivered,2026-03-28
297,Desk Lamp,2,1100,Delivered,2026-03-24
401,Webcam,7,999,Delivered,2026-03-30
436,Desk Lamp,3,1100,Shipped,2026-03-31
578,Headphones,7,2599,Delivered,2026-03-31
661,Chair,10,1800,Shipped,2026-03-24
364,Laptop,3,45000,Delivered,2026-03-24
10,Mobile,3,21000,Delivered,2026-03-26
516,Table,4,5999,Delivered,2026-03-26
526,Mobile,2,21000,Delivered,2026-03-29
672,Standing Desk,10,4050,Confirmed,2026-03-26
806,Desk Lamp,3,1100,Delivered,2026-03-27
311,Router,7,800,Delivered,2026-03-30
986,Standing Desk,8,4050,Delivered,2026-03-29
520,Chair,9,1800,Delivered,2026-03-27
603,Keyboard,10,895,Delivered,2026-03-26
414,Chair,2,1800,Delivered,2026-03-31
163,Laptop,4,45000,Delivered,2026-03-30
957,Standing Desk,8,4050,Confirmed,2026-03-26
791,Router,4,800,Confirmed,2026-03-30
394,Keyboard,7,895,Delivered,2026-03-30
118,Laptop,1,45000,Delivered,2026-03-30
622,Desk Lamp,1,1100,Delivered,2026-03-29
461,Webcam,7,999,Confirmed,2026-03-29
205,Standing Desk,4,4050,Delivered,2026-03-27
293,Desk Lamp,4,1100,Shipped,2026-03-28
834,Mobile,9,21000,Confirmed,2026-03-28
645,Monitor,2,14500,Delivered,2026-03-28
915,Laptop,1,45000,Delivered,2026-03-26
560,Router,2,800,Shipped,2026-03-26
981,Keyboard,9,895,Delivered,2026-03-24
585,Mouse,8,499,Delivered,2026-03-26
573,Webcam,3,999,Delivered,2026-03-30
386,Desk Lamp,2,1100,Shipped,2026-03-30
306,Keyboard,2,895,Delivered,2026-03-30
616,Desk Lamp,9,1100,Confirmed,2026-03-26
964,Laptop,5,45000,Confirmed,2026-03-27
70,USB Hub,3,700,Delivered,2026-03-27
248,Monitor,9,14500,Delivered,2026-03-27
560,USB Hub,2,700,Delivered,2026-03-24
34,Headphones,6,2599,Delivered,2026-03-25
910,Headphones,1,2599,Confirmed,2026-03-29
752,Mouse,6,499,Delivered,2026-03-31
